delivery_id,distance_km,package_weight_kg,delivery_type,vehicle_type,traffic_condition,weather,time_of_day,day_of_week,driver_experience_years,num_stops,is_priority,package_fragile,delivery_zone,customer_rating,fuel_cost,delivery_time_hours
DEL01677,9.72,4.77,Economy,Moto,Alto,Ensolarado,Manhã,Sábado,,2,No,No,Urbana,2.03,5.68,26.68
DEL00185,18.56,6.93,Express,Van,Alto,Chuva Forte,Manhã,Sexta,1,1,No,No,Suburbana,3.46,5.34,24.78
DEL01691,7.01,4.88,Economy,Moto,Médio,Ensolarado,Tarde,Seg-Qui,5,1,Yes,No,Rural,,5.52,15.65
DEL00394,17.94,4.12,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,10,8,No,No,Suburbana,1.59,6.84,24.48
DEL00965,18.84,0.95,Standard,Van,Médio,Ensolarado,Tarde,Seg-Qui,4,2,Yes,No,Rural,3.69,4.7,11.03
DEL00621,3.65,3.31,Standard,Carro,Médio,Chuva Forte,Tarde,Seg-Qui,,3,No,No,Suburbana,2.02,5.42,20.76
DEL00929,17.17,3.15,Express,Van,Alto,Nublado,Tarde,Sexta,4,1,Yes,No,Urbana,3.16,5.57,13.25
DEL01087,0.12,2.45,Standard,Carro,Baixo,Ensolarado,Madrugada,Seg-Qui,10,2,No,No,Urbana,3.4,6.22,2.31
DEL02419,11.1,7.76,Express,Van,Médio,Ensolarado,Madrugada,Sexta,,3,No,Yes,Urbana,2.07,7.01,12.57
DEL01845,3.31,15.05,Standard,Carro,Médio,Nublado,Tarde,Seg-Qui,1,1,No,  No ,Suburbana,2.67,6.05,17.35
DEL02306,7.73,3.85,Express,Van,Baixo,Ensolarado,Manhã,Sexta,2,2,Yes,Yes,Rural,2.95,5.12,3.5
DEL02447,32.2,,Express,Moto,Baixo,Nublado,Manhã,Sexta,1,2,Yes,No,Urbana,3.89,6.27,10.22
DEL01623,9.92,3.82,Standard,Van,Alto,Ensolarado,Tarde,Seg-Qui,0.5,2,Yes,Yes,Urbana,3.58,5.0,17.27
DEL00241,7.79,4.61,Standard,Moto,Médio,Ensolarado,Noite,Seg-Qui,1,1,No,No,Urbana,3.22,5.85,8.16
DEL01084,26.24,5.94,Express,Van,Médio,Ensolarado,Manhã,Seg-Qui,9,2,Yes,No,  Urbana ,2.79,6.0,8.52
DEL02034,15.08,,Standard,Carro,Médio,Ensolarado,Noite,Seg-Qui,5,2,No,No,Urbana,2.97,6.23,13.63
DEL00668,36.29,5.67,Standard,Van,Alto,Ensolarado,Tarde,Sexta,9,1,No,No,Urbana,2.98,4.7,26.57
DEL01558,19.96,1.84,Express,Moto,Alto,Ensolarado,Tarde,Seg-Qui,2,1,No,Yes,Urbana,3.47,6.7,12.88
DEL02448,0.53,4.95,Standard,Van,Congestionado,Ensolarado,Manhã,Seg-Qui,5,2,No,Yes,Suburbana,4.06,5.96,29.96
DEL00545,28.09,,Express,Van,Médio,Ensolarado,Tarde,Seg-Qui,8,1,No,No,Suburbana,2.48,6.31,8.05
DEL00679,11.46,4.48,Standard,Van,Baixo,Ensolarado,Noite,Sexta,4,1,No,No,Urbana,2.86,5.13,8.98
DEL00981,5.61,5.62,Standard,Moto,Baixo,Chuva Forte,Madrugada,Seg-Qui,4,2,No,No,Urbana,3.11,5.29,11.94
DEL01755,9.11,5.59,Standard,Caminhão,,Ensolarado,Manhã,Sábado,9,2,No,No,Urbana,2.21,4.16,29.94
DEL01840,26.23,9.05,Standard,Carro,Congestionado,Nublado,Manhã,Seg-Qui,2,3,No,No,Suburbana,2.92,6.01,32.93
DEL00815,21.96,3.77,Standard,van,Médio,Ensolarado,Tarde,Seg-Qui,4,1,No,No,Urbana,2.97,4.9,17.0
DEL00163,4.54,3.48,Standard,Moto,,Nublado,Madrugada,Sexta,6,1,No,Yes,Urbana,2.72,6.07,16.06
DEL00725,17.34,6.63,Standard,Carro,Baixo,Nublado,Tarde,Sexta,3,2,No,Yes,Rural,2.29,6.16,15.35
DEL02359,14.43,1.3,Express,Carro,Médio,Nublado,Tarde,Seg-Qui,5,2,Yes,No,Urbana,2.45,5.64,9.96
DEL02308,21.9,8.55,Standard,Moto,Baixo,Chuva Forte,Tarde,Sábado,3,3,Yes,No,Urbana,2.47,6.24,18.87
DEL00077,,4.23,Express,Carro,Alto,Ensolarado,manhã,Sábado,1,1,No,No,Urbana,2.33,5.56,21.88
DEL02039,13.47,,Standard,Moto,Médio,Ensolarado,Manhã,Sábado,4,2,No,No,Suburbana,3.6,6.52,16.95
DEL01239,20.02,6.21,Standard,Caminhão,Alto,Nublado,Tarde,Domingo,5,1,No,No,Urbana,3.03,5.99,28.74
DEL00233,40.49,1.45,Standard,Van,Médio,Chuva Forte,Tarde,Sexta,,3,Yes,Yes,Urbana,2.52,5.61,24.51
DEL01100,0.21,6.08,Standard,Moto,Alto,Chuva Forte,Noite,Domingo,10,4,No,Yes,Suburbana,2.56,6.61,28.33
DEL00441,8.22,6.73,Standard,Moto,Médio,Chuva Forte,  Noite ,Seg-Qui,5,1,Yes,No,Suburbana,2.61,5.52,13.21
DEL01756,6.98,5.74,Express,Carro,Médio,Chuva Leve,Manhã,Seg-Qui,9,8,Yes,No,Urbana,2.71,5.13,14.46
DEL00704,22.44,9.28,Standard,Moto,Médio,Chuva Forte,Tarde,Seg-Qui,1,2,No,Yes,Suburbana,2.96,5.34,25.29
DEL00665,11.1,5.88,Economy,Carro,Alto,Ensolarado,Tarde,Seg-Qui,3,2,No,No,Suburbana,3.13,4.72,31.04
DEL01635,-2.27,4.63,Standard,Carro,Médio,Nublado,Noite,Sábado,6,1,Yes,No,Urbana,2.72,5.26,11.05
DEL02420,26.6,10.6,Economy,Carro,Médio,Chuva Leve,Manhã,Sábado,7,4,  Yes ,No,Urbana,3.33,5.91,33.22
DEL01381,21.66,6.89,Standard,Carro,Congestionado,Ensolarado,Noite,Sábado,1,1,No,No,Urbana,3.04,6.21,30.97
DEL02374,13.54,9.01,Standard,carro,Baixo,Nublado,Tarde,Sexta,10,3,Yes,No,Urbana,,5.18,9.94
DEL00760,,5.48,Economy,Carro,,Ensolarado,Manhã,Sexta,3,1,No,Yes,Suburbana,3.26,4.64,22.14
DEL01176,31.73,5.22,economy,Caminhão,médio,Chuva Forte,Tarde,Sexta,8,2,No,No,Urbana,3.04,4.43,40.78
DEL00770,20.27,3.39,Standard,Caminhão,,Ensolarado,Tarde,Sábado,5,1,No,Yes,Urbana,2.27,4.7,24.2
DEL00528,29.0,,Standard,Carro,Alto,Ensolarado,Noite,Seg-Qui,7,1,No,Yes,Urbana,2.69,6.16,15.64
DEL02166,19.6,5.96,Standard,Carro,Congestionado,Ensolarado,Tarde,Sexta,0.5,1,No,No,Suburbana,3.03,5.76,31.14
DEL02095,44.37,7.73,economy,Caminhão,Médio,Nublado,Tarde,Seg-Qui,5,1,No,No,Urbana,2.85,4.94,36.93
DEL00326,16.39,1.28,Standard,Van,Baixo,Chuva Forte,Noite,Sexta,0.5,2,Yes,Yes,Urbana,,5.65,19.72
DEL00706,2.03,1.01,Standard,Van,Médio,Ensolarado,Tarde,Sexta,1,4,No,Yes,Urbana,3.13,5.3,15.46
DEL00214,15.26,8.16,Standard,Moto,Alto,Nublado,Manhã,Sexta,0.5,2,No,No,Urbana,,6.13,20.62
DEL00604,37.01,4.49,Standard,Carro,Médio,Nublado,Madrugada,Seg-Qui,1,2,No,  No ,Urbana,1.89,4.99,15.22
DEL02283,0.47,5.37,Economy,Carro,Alto,Nublado,Manhã,Seg-Qui,3,1,No,No,Urbana,3.15,5.47,28.45
DEL01277,,4.9,Express,Carro,Médio,Chuva Forte,Manhã,  Seg-Qui ,3,2,No,No,Rural,,5.75,14.39
DEL02017,7.19,4.5,Economy,Moto,Baixo,Ensolarado,Manhã,Seg-Qui,5,2,No,Yes,Urbana,3.05,4.98,17.46
DEL01380,20.81,,Standard,Carro,Alto,Ensolarado,Manhã,Sábado,,4,Yes,No,Urbana,2.63,5.3,16.31
DEL01671,25.95,1.63,Standard,Moto,Alto,Nublado,Tarde,Sexta,7,7,No,No,Rural,2.95,6.26,26.36
DEL01158,8.92,1.8,Express,Carro,Médio,Chuva Leve,Tarde,Sábado,3,2,Yes,No,Urbana,3.49,4.7,7.75
DEL00168,18.6,2.11,Standard,Moto,,Ensolarado,Manhã,Sexta,10,1,Yes,No,Urbana,2.67,5.49,13.95
DEL00903,8.48,2.9,Standard,Moto,,Tempestade,Noite,Seg-Qui,10,4,Yes,No,Suburbana,2.71,5.32,20.46
DEL00795,6.6,8.07,Economy,Carro,Baixo,Ensolarado,Manhã,  Domingo ,3,4,Yes,No,Urbana,3.23,5.45,21.17
DEL00125,24.47,6.79,Express,Carro,Baixo,Chuva Leve,Madrugada,Seg-Qui,4,3,Yes,No,Rural,3.65,4.21,5.41
DEL01661,34.98,2.22,Express,Van,Médio,Ensolarado,Tarde,Sexta,8,3,No,No,Urbana,2.66,5.82,15.83
DEL02107,9.62,4.01,Economy,Van,  Médio ,Ensolarado,Tarde,Sexta,0.5,1,No,No,Suburbana,2.52,5.15,27.62
DEL01009,6.36,6.63,Standard,Moto,,Chuva Leve,Manhã,Seg-Qui,3,3,No,No,Urbana,3.64,6.02,8.43
DEL01389,12.51,11.3,Standard,Van,Médio,Chuva Leve,Manhã,Seg-Qui,1,3,No,yes,Suburbana,3.51,6.87,20.69
DEL01129,17.28,4.57,Standard,Moto,,Ensolarado,Manhã,Seg-Qui,9,1,No,Yes,Suburbana,2.04,4.52,8.88
DEL00016,15.5,5.93,Standard,Carro,Médio,Ensolarado,Tarde,Sexta,23.2,2,No,No,Urbana,2.82,5.11,16.81
DEL00203,28.44,0.11,Economy,Moto,Congestionado,Ensolarado,Tarde,Sexta,4,1,No,No,Urbana,3.34,5.74,36.28
DEL00221,25.74,7.79,Standard,Van,Baixo,Chuva Leve,Tarde,Seg-Qui,0.5,1,Yes,Yes,Urbana,3.11,4.98,13.62
DEL00949,21.26,4.19,Economy,Van,Alto,Nublado,Madrugada,Seg-Qui,3,4,Yes,No,Suburbana,3.43,6.15,30.03
DEL02169,20.66,5.41,Standard,Carro,Alto,Ensolarado,Manhã,Seg-Qui,0.5,4,No,Yes,Suburbana,3.48,5.86,19.11
DEL00779,,0.02,Economy,Van,Baixo,  Chuva Leve ,Manhã,Sábado,9,1,No,No,Urbana,3.54,5.46,21.0
DEL01576,18.38,3.07,Express,Caminhão,Médio,Chuva Forte,Manhã,Seg-Qui,4,1,No,No,Urbana,3.39,,23.22
DEL01318,15.91,2.56,Standard,Carro,Médio,Ensolarado,Manhã,Seg-Qui,10,2,Yes,No,Urbana,4.15,5.37,4.56
DEL01227,23.66,4.45,Standard,Carro,,Ensolarado,Madrugada,Seg-Qui,7,1,No,Yes,Suburbana,2.35,5.44,11.23
DEL01297,20.76,10.48,Standard,Van,Médio,Ensolarado,Tarde,Domingo,2,2,No,Yes,Urbana,2.28,6.24,26.15
DEL01855,4.67,6.95,  Economy ,Caminhão,Alto,Nublado,Manhã,Seg-Qui,6,1,No,No,Urbana,3.64,6.05,34.57
DEL02292,24.27,6.97,Standard,Moto,Baixo,Chuva Leve,Noite,Sexta,7,3,No,Yes,Urbana,1.96,6.44,16.21
DEL00201,14.57,6.62,Standard,Van,Médio,Ensolarado,Madrugada,Seg-Qui,6,2,No,No,Urbana,2.4,5.35,12.08
DEL00581,11.97,4.29,Express,Carro,Alto,Chuva Forte,Noite,Seg-Qui,4,1,No,No,Suburbana,3.15,6.96,21.19
DEL01001,13.98,4.64,Standard,Moto,Baixo,Tempestade,Manhã,Seg-Qui,7,2,No,No,Suburbana,5.89,4.44,22.6
DEL01824,19.88,10.53,Economy,Moto,  Alto ,Ensolarado,Manhã,Seg-Qui,9,4,Yes,Yes,Urbana,,6.07,27.62
DEL01735,3.44,6.12,Standard,Van,Alto,Ensolarado,Noite,Domingo,9,1,No,  No ,Urbana,,4.33,16.99
DEL01776,16.58,1.66,Standard,Caminhão,Médio,Nublado,Madrugada,Seg-Qui,5,1,Yes,Yes,Urbana,2.72,5.07,9.28
DEL00129,15.52,5.8,Standard,Carro,Baixo,Chuva Leve,Manhã,Sábado,4,2,No,No,Suburbana,2.92,5.28,16.48
DEL01999,18.53,6.35,Standard,Van,,Ensolarado,Noite,Sábado,4,1,No,No,Suburbana,3.18,6.48,20.39
DEL00711,,3.18,Standard,Carro,Baixo,Nublado,Noite,Seg-Qui,3,7,No,No,Urbana,3.0,5.41,15.56
DEL02364,5.1,9.92,Standard,Moto,Médio,Nublado,Manhã,Sexta,3,2,No,Yes,Urbana,2.11,6.35,11.8
DEL00614,18.31,5.05,Standard,Moto,Médio,Ensolarado,Noite,Sexta,,2,No,No,Suburbana,2.87,6.65,8.56
DEL02154,27.83,4.19,Economy,Caminhão,Médio,Ensolarado,Manhã,Seg-Qui,8,2,No,Yes,Urbana,3.68,5.63,32.24
DEL01044,19.35,8.31,Economy,Moto,Médio,Chuva Leve,Manhã,Sábado,8,2,No,No,Suburbana,3.08,6.55,28.06
DEL01628,,,Economy,Carro,Baixo,Nublado,Tarde,Sábado,2,1,Yes,No,Suburbana,3.47,6.35,20.03
DEL00374,11.55,3.82,Economy,Carro,Médio,Ensolarado,Noite,Seg-Qui,6,2,Yes,No,Rural,3.0,5.75,16.42
DEL00529,,4.28,Standard,Carro,Alto,Ensolarado,Noite,Sexta,0.5,1,No,Yes,Suburbana,3.28,6.29,20.21
DEL02191,8.2,2.9,Standard,Moto,Congestionado,Ensolarado,Tarde,Seg-Qui,4,1,No,No,Urbana,3.36,4.54,20.96
DEL01392,21.21,5.82,Standard,Van,Alto,Ensolarado,Noite,Seg-Qui,0.5,2,Yes,No,Suburbana,3.27,5.9,16.7
DEL02323,14.88,5.15,Standard,Van,Alto,Ensolarado,Madrugada,Sexta,10,1,No,No,Urbana,,5.22,16.59
DEL00127,15.63,3.4,  Economy ,Carro,Médio,Chuva Forte,Madrugada,Sexta,0.5,4,No,No,Urbana,3.1,4.69,33.7
DEL00747,16.45,3.44,Express,Carro,Médio,Nublado,Manhã,Seg-Qui,3,1,No,No,Urbana,3.62,6.58,8.0
DEL02481,33.52,8.08,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,3,1,No,No,Rural,3.12,6.12,24.32
DEL00364,2.09,5.91,Standard,Carro,,Ensolarado,Tarde,Sexta,0.5,2,No,No,Suburbana,3.68,6.01,16.68
DEL01655,18.9,6.85,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,4,2,No,No,Suburbana,2.83,5.02,14.92
DEL00933,1.55,7.36,Standard,Moto,Baixo,Ensolarado,Manhã,Sexta,3,2,Yes,No,Urbana,3.64,5.65,3.24
DEL01693,11.08,4.7,Economy,Carro,Baixo,Nublado,Tarde,Sábado,8,1,No,Yes,Urbana,2.73,7.35,25.67
DEL01575,15.05,5.63,Standard,Carro,  Baixo ,Chuva Forte,Tarde,Seg-Qui,5,2,No,Yes,Urbana,3.25,5.01,19.5
DEL01669,4.31,3.29,Standard,Caminhão,Baixo,chuva forte,Manhã,Seg-Qui,9,1,No,No,Rural,3.44,3.74,22.73
DEL01710,14.96,4.46,Standard,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,9,1,No,No,Rural,,4.96,11.7
DEL01512,14.0,10.3,Standard,Moto,Médio,chuva forte,Manhã,Domingo,6,1,No,Yes,Urbana,2.58,4.68,16.43
DEL01479,6.76,2.41,Standard,Moto,Médio,Nublado,Tarde,Seg-Qui,7,1,No,No,Urbana,3.27,6.23,12.62
DEL01262,10.07,7.65,Economy,Carro,Congestionado,Chuva Leve,Manhã,Sexta,5,1,Yes,No,Urbana,2.36,6.3,35.27
DEL01440,6.51,3.84,Economy,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,5,1,No,No,Suburbana,,4.92,20.24
DEL00138,30.08,5.38,Economy,Caminhão,Baixo,Ensolarado,Tarde,Sábado,10,1,No,No,Suburbana,2.73,5.65,29.44
DEL00060,15.02,0.43,Express,Carro,Alto,Chuva Leve,Madrugada,Seg-Qui,2,3,No,No,Urbana,2.44,5.85,13.47
DEL01473,16.66,2.97,Express,Moto,Baixo,Nublado,Noite,Seg-Qui,5,1,No,Yes,Urbana,2.9,6.2,2.03
DEL01812,14.0,,Standard,Carro,  Alto ,Ensolarado,Tarde,Seg-Qui,6,2,No,No,Urbana,2.67,4.72,19.28
DEL02385,5.92,7.35,Standard,Carro,Baixo,Tempestade,Manhã,Seg-Qui,0.5,4,No,No,Urbana,3.04,4.78,27.04
DEL00122,16.48,7.55,Standard,Van,Baixo,Ensolarado,Manhã,Seg-Qui,6,3,No,Yes,Urbana,2.91,5.32,14.85
DEL01622,180.86,0.89,Standard,Van,Médio,Chuva Forte,Noite,Seg-Qui,3,4,No,No,Urbana,2.7,5.41,22.68
DEL00999,146.71,,Economy,Moto,Médio,Ensolarado,Manhã,Seg-Qui,5,3,No,No,Suburbana,2.86,5.56,18.91
DEL00856,20.41,3.98,Express,Caminhão,Baixo,Chuva Forte,Manhã,Seg-Qui,2,2,Yes,No,Urbana,2.78,4.74,14.01
DEL01915,177.14,2.84,Standard,Carro,Alto,Ensolarado,  Tarde ,Sexta,6,3,No,No,Suburbana,2.33,5.75,24.2
DEL00297,10.98,5.33,Standard,Carro,Baixo,Ensolarado,Noite,Sexta,8,2,No,No,Suburbana,2.95,4.42,10.69
DEL01959,3.92,5.27,Standard,Carro,Alto,Chuva Forte,Tarde,Seg-Qui,4,2,Yes,No,Urbana,2.52,7.15,20.65
DEL02367,9.5,3.45,Economy,Carro,Médio,Chuva Leve,Noite,Seg-Qui,10,28,Yes,Yes,Suburbana,2.51,5.59,25.2
DEL02313,10.72,2.1,Standard,Caminhão,Médio,Nublado,Manhã,Sexta,5,1,No,No,Urbana,2.69,,15.3
DEL00051,28.73,3.95,Express,Carro,Médio,Nublado,Manhã,Domingo,2,2,No,Yes,Urbana,3.87,5.01,15.33
DEL00809,14.12,6.03,economy,Moto,Baixo,Chuva Leve,Manhã,Seg-Qui,8,1,No,No,Urbana,3.54,,18.0
DEL00897,12.07,6.49,Standard,Carro,Alto,Ensolarado,Noite,Seg-Qui,4,2,No,No,Urbana,2.89,5.96,20.91
DEL02016,,0.94,Economy,Van,Médio,Ensolarado,Tarde,Seg-Qui,5,2,No,No,Urbana,3.25,5.27,24.47
DEL00236,17.64,0.8,Standard,Caminhão,Médio,  Ensolarado ,Madrugada,Seg-Qui,5,1,No,No,Suburbana,3.03,4.77,12.85
DEL01838,15.43,5.49,Economy,Van,Médio,Ensolarado,Manhã,Sexta,5,1,No,No,Urbana,3.15,7.6,24.19
DEL02214,4.61,,Express,Carro,Médio,Ensolarado,Noite,Seg-Qui,3,2,No,Yes,Urbana,3.02,4.55,6.28
DEL00217,7.68,7.38,Standard,Caminhão,Baixo,Tempestade,Manhã,Seg-Qui,,5,No,Yes,Urbana,3.23,5.0,35.99
DEL02096,21.99,,Express,Carro,Médio,Ensolarado,Manhã,Seg-Qui,,4,No,No,Urbana,2.62,5.3,9.87
DEL01498,19.97,6.92,Economy,Carro,Alto,Nublado,Noite,Seg-Qui,7,2,No,No,Urbana,3.9,6.26,28.69
DEL00709,12.62,9.72,Standard,Carro,Médio,Ensolarado,Tarde,Sexta,5,2,No,No,Urbana,3.07,5.48,18.76
DEL00282,13.8,4.5,Standard,Moto,,Chuva Leve,Manhã,Seg-Qui,0.5,4,No,No,Urbana,2.77,5.56,15.48
DEL01409,12.16,3.07,Economy,Moto,Alto,Ensolarado,Manhã,Sexta,10,3,Yes,Yes,Rural,3.23,4.47,21.14
DEL01863,1.62,5.53,Standard,Van,Baixo,Ensolarado,Tarde,Sexta,1,1,No,No,Suburbana,2.93,6.39,15.32
DEL01360,2.28,9.19,Standard,Carro,,Chuva Forte,Tarde,Seg-Qui,1,4,No,No,Urbana,3.48,5.02,22.03
DEL00698,21.99,5.18,Economy,Carro,Baixo,Ensolarado,Manhã,Domingo,7,2,No,No,urbana,2.9,7.02,18.95
DEL02459,11.53,,Standard,Van,Baixo,Nublado,Tarde,Seg-Qui,,2,No,No,Suburbana,3.35,5.35,9.89
DEL01559,18.52,7.36,  Economy ,Carro,Baixo,Chuva Leve,Tarde,Domingo,5,1,Yes,No,Rural,2.97,6.56,18.75
DEL00505,21.19,2.86,Economy,Carro,Baixo,Chuva Leve,Tarde,Sábado,4,1,Yes,No,Urbana,3.58,5.72,22.22
DEL00540,0.53,0.44,Standard,Van,Médio,Nublado,Tarde,Sexta,8,1,No,No,Suburbana,2.51,,16.66
DEL01414,,6.19,Economy,Carro,Alto,Ensolarado,Manhã,Seg-Qui,4,1,No,No,Suburbana,3.32,4.72,34.51
DEL00777,11.7,3.84,Standard,Carro,Alto,Nublado,Manhã,Sexta,7,3,No,No,Urbana,,6.46,24.43
DEL01652,0.38,8.44,Standard,Van,Congestionado,Chuva Leve,Manhã,Seg-Qui,0.5,1,No,Yes,Urbana,3.03,5.28,31.19
DEL00102,15.07,8.7,Standard,Carro,Médio,Ensolarado,Manhã,Seg-Qui,,1,Yes,No,Urbana,2.65,3.78,9.44
DEL01795,10.05,1.08,Express,Moto,Alto,Ensolarado,Noite,Sexta,3,1,No,No,Urbana,,5.53,9.8
DEL02205,,3.9,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,10,2,No,Yes,Urbana,2.8,5.44,11.12
DEL00105,16.32,4.79,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,9,2,Yes,No,Suburbana,1.97,4.5,8.17
DEL01164,7.69,1.79,Standard,Moto,Médio,Nublado,Noite,Sábado,5,3,No,  No ,Suburbana,2.78,4.1,13.14
DEL00846,5.14,5.78,Economy,Moto,Médio,Chuva Leve,Manhã,Domingo,3,3,No,Yes,Suburbana,1.46,,27.75
DEL01004,1.78,,Economy,Carro,Alto,Nublado,Manhã,Seg-Qui,3,4,No,Yes,Suburbana,3.46,5.33,29.29
DEL02029,31.99,6.49,Standard,Caminhão,Baixo,Nublado,Tarde,Sexta,4,2,No,No,Suburbana,3.08,6.28,23.55
DEL02495,31.85,5.25,Economy,Moto,Congestionado,Ensolarado,Manhã,sexta,7,3,No,No,Urbana,3.45,6.07,36.74
DEL02508,14.21,3.99,Standard,Caminhão,Alto,Ensolarado,Tarde,Seg-Qui,7,3,  No ,No,Urbana,2.3,4.82,26.61
DEL01625,18.8,6.76,Standard,Moto,Alto,Ensolarado,Tarde,Sábado,3,4,No,No,Suburbana,2.4,5.74,28.66
DEL00061,24.14,8.0,Economy,Carro,Médio,Ensolarado,Manhã,Sábado,5,1,Yes,No,Urbana,1.94,6.76,25.19
DEL01189,1.73,7.83,Economy,Carro,Médio,Chuva Forte,Noite,Seg-Qui,4,1,No,Yes,Suburbana,2.48,3.76,29.16
DEL01972,13.66,4.14,Economy,Carro,Alto,Ensolarado,Tarde,Seg-Qui,3,1,No,No,Suburbana,2.98,5.94,30.54
DEL02470,4.55,7.49,Standard,Carro,Médio,Ensolarado,Manhã,Sábado,3,2,No,No,Urbana,2.92,6.25,14.34
DEL01874,21.84,5.63,Standard,Moto,Congestionado,Chuva Leve,Tarde,Seg-Qui,7,1,No,Yes,Suburbana,1.71,6.02,28.3
DEL02399,17.94,2.43,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,4,2,Yes,No,Urbana,3.05,4.19,4.54
DEL01678,27.05,7.02,Standard,Carro,Médio,Ensolarado,Manhã,Domingo,9,1,No,Yes,Urbana,,5.82,11.92
DEL02108,23.89,5.46,Express,Moto,Alto,Ensolarado,Manhã,Seg-Qui,5,2,No,No,Suburbana,2.29,5.35,14.44
DEL00613,22.29,2.22,Economy,Van,Médio,Nublado,Manhã,Seg-Qui,7,1,No,No,Urbana,3.47,5.89,27.79
DEL00922,9.85,2.74,Standard,Van,Médio,Ensolarado,Madrugada,Seg-Qui,10,2,No,No,Urbana,3.08,5.03,14.56
DEL02227,8.84,,Standard,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,5,1,No,Yes,Suburbana,3.44,5.9,6.1
DEL01034,32.11,8.51,Economy,Carro,Alto,Chuva Forte,Manhã,Sábado,7,2,No,Yes,Urbana,3.81,5.37,43.02
DEL01010,0.64,3.94,Express,Carro,Médio,Chuva Forte,Tarde,Sábado,6,2,No,No,Rural,2.45,6.17,16.66
DEL01783,31.62,0.85,Express,Caminhão,Alto,Chuva Leve,Tarde,Domingo,5,4,Yes,No,Urbana,3.14,5.86,26.09
DEL00974,8.97,1.83,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,0.5,1,Yes,No,Urbana,2.91,6.66,13.13
DEL00249,11.74,6.34,Economy,Moto,Médio,Ensolarado,Tarde,Seg-Qui,4,3,No,Yes,Urbana,3.43,6.34,23.86
DEL02309,17.46,1.78,Express,Carro,,Ensolarado,Manhã,Sexta,5,2,No,Yes,Urbana,1.92,5.24,22.04
DEL02002,8.09,0.55,Standard,Moto,Baixo,Nublado,Madrugada,Domingo,,2,No,No,Urbana,4.12,5.0,2.5
DEL02383,115.95,,Standard,van,Alto,Ensolarado,Manhã,Seg-Qui,0.5,1,No,No,Suburbana,2.66,5.97,22.04
DEL02132,21.7,0.28,Standard,Van,Médio,Ensolarado,Madrugada,Seg-Qui,0.5,8,No,No,Suburbana,2.75,5.28,23.4
DEL00687,7.29,5.69,Economy,Moto,Médio,Nublado,Madrugada,Sábado,3,4,Yes,Yes,Urbana,,5.69,19.93
DEL00798,36.83,4.2,Economy,Carro,congestionado,Chuva Leve,Madrugada,Sábado,4,2,No,No,Suburbana,3.25,5.15,43.22
DEL00383,26.69,10.44,Standard,Carro,Médio,Ensolarado,Manhã,Domingo,5,2,Yes,No,Urbana,2.61,4.44,13.13
DEL02281,32.3,,Economy,Moto,Alto,Ensolarado,Manhã,Seg-Qui,9,1,No,No,Suburbana,3.39,5.02,24.11
DEL01733,20.33,2.46,Economy,Caminhão,Congestionado,Ensolarado,Manhã,Seg-Qui,7,1,Yes,No,Urbana,3.11,6.01,31.53
DEL00744,25.89,7.53,Express,Carro,Médio,Ensolarado,Noite,Sábado,8,3,No,Yes,Rural,2.8,6.5,15.64
DEL01462,11.86,3.79,Standard,Moto,Médio,Chuva Forte,Tarde,Sábado,10,4,No,No,Urbana,2.52,,24.1
DEL00690,26.91,4.15,Express,Moto,Médio,Ensolarado,Tarde,Sexta,6,1,No,No,Urbana,3.04,3.31,7.48
DEL00684,12.05,5.81,Standard,Moto,Médio,Nublado,Manhã,Domingo,3,1,No,No,Suburbana,1.81,6.05,13.57
DEL00583,,4.63,Economy,Moto,,Chuva Leve,Manhã,Sábado,4,3,No,No,Urbana,3.42,6.62,30.21
DEL01695,14.46,2.49,Standard,Caminhão,Baixo,Chuva Leve,Manhã,Sexta,,4,no,Yes,Urbana,2.63,5.34,23.13
DEL01352,18.14,1.99,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,9,4,No,No,Urbana,2.81,5.23,19.2
DEL00366,29.23,5.38,  Standard ,Moto,Baixo,Ensolarado,Noite,Sexta,1,1,Yes,No,Urbana,3.43,5.19,4.28
DEL01599,23.11,2.9,Standard,Moto,Médio,Ensolarado,Madrugada,Seg-Qui,2,1,Yes,Yes,Urbana,3.04,6.49,0.5
DEL01183,32.23,6.58,Standard,Caminhão,Médio,Ensolarado,Tarde,Seg-Qui,4,3,No,No,Urbana,4.25,4.66,25.51
DEL02327,0.21,,Economy,Van,Médio,Chuva Forte,Manhã,Sábado,2,6,Yes,Yes,Suburbana,3.39,4.26,34.53
DEL01907,24.3,4.85,Standard,Carro,,Ensolarado,manhã,Sábado,3,3,No,No,Urbana,3.3,4.4,19.56
DEL00423,110.54,,  Express ,Moto,Médio,Nublado,Manhã,Sexta,7,1,No,Yes,Urbana,3.13,4.85,3.56
