property_id,built_area_sqm,bedrooms,bathrooms,parking_spaces,location,property_age_years,floor_number,view_type,condo_fee,infrastructure,has_security,has_pool,has_elevator,property_type,furnished,nearby_metro_km,price_brl
PROP00545,47.87,1,2,1,Zona Oeste,9,10,None,5.84,Básica,Yes,Yes,No,Apartamento,No,3.21,739759.14
PROP00224,57.85,2,3,1,Zona Leste,17,0,Park,394.48,Completa,No,No,Yes,Apartamento,No,0.9,697128.7
PROP02371,96.65,2,4,2,Centro,5,0,None,891.7,Básica,Yes,No,Yes,Apartamento,Yes,2.78,767909.56
PROP02036,173.23,2,2,1,Zona Sul,15,2,City,136.7,Completa,Yes,Yes,No,Apartamento,No,3.88,1262919.19
PROP00743,89.29,1,2,2,Centro,39,54,None,,Básica,Yes,No,No,Casa,No,1.52,657174.13
PROP02451,112.71,4,2,2,Zona Sul,10,15,,481.03,Básica,Yes,No,No,Apartamento,No,3.06,1075323.4
PROP02420,137.65,1,2,3,Zona Sul,12,18,None,529.97,Básica,No,No,Yes,Apartamento,No,,982460.92
PROP00458,94.87,2,1,3,Zona Sul,33,17,City,931.53,Premium,Yes,Yes,No,Apartamento,No,2.61,1088915.12
PROP02241,209.22,4,2,0,Subúrbio,26,13,None,526.93,Premium,Yes,Yes,No,Casa,No,0.4,1367752.91
PROP00976,108.56,4,2,2,Zona Norte,30,1,None,34.89,Premium,Yes,No,Yes,Apartamento,Yes,2.23,1127955.36
PROP02340,64.67,3,1,1,Zona Norte,42,14,City,495.06,Completa,Yes,Yes,Yes,Casa,No,3.12,921255.74
PROP00446,129.76,4,4,2,Subúrbio,29,2,None,402.44,Completa,Yes,No,Yes,Casa,No,,1014181.07
PROP02424,28.99,4,2,2,Zona Oeste,23,0,None,383.84,Completa,Yes,No,No,Apartamento,No,3.22,802397.9
PROP01536,32.57,4,1,1,Zona Norte,33,,None,1085.28,Premium,Yes,No,No,Apartamento,Yes,3.85,668419.11
PROP02221,78.48,1,1,0,Zona Sul,20,16,City,239.67,Premium,No,No,Yes,Apartamento,Yes,2.56,905126.72
PROP01759,96.97,1,1,2,Subúrbio,25,5,City,,Completa,No,Yes,Yes,Apartamento,Yes,3.21,651332.59
PROP00688,90.69,2,4,1,Zona Norte,33,18,,272.11,Básica,Yes,Yes,No,Casa,No,0.78,903035.73
PROP01207,184.11,2,6,1,Zona Sul,2,0,City,416.49,Completa,No,No,No,Casa,No,0.96,1226668.72
PROP00785,143.12,2,3,1,Subúrbio,8,15,None,836.53,Básica,No,No,Yes,Apartamento,  No ,3.71,709319.57
PROP01478,139.45,2,2,1,Zona Norte,21,20,City,929.24,Básica,No,Yes,No,Casa,No,,778452.83
PROP01452,122.42,2,3,2,Zona Oeste,36,8,Sea,283.79,Completa,Yes,No,No,Apartamento,Yes,,1043853.67
PROP00273,127.8,3,1,3,Centro,21,9,None,877.6,Completa,No,No,Yes,Apartamento,No,0.41,855358.64
PROP00087,124.37,10,2,3,Zona Norte,48,20,,,Básica,Yes,Yes,No,Apartamento,No,,743080.4
PROP02261,108.57,3,3,0,Centro,31,4,None,366.4,Básica,No,No,No,Apartamento,No,0.96,849875.62
PROP00288,94.28,2,3,3,Subúrbio,46,9,None,1211.23,Completa,No,No,No,Apartamento,Yes,0.52,670224.7
PROP00546,98.73,3,3,1,Zona Leste,4,0,,951.58,Premium,No,No,No,Apartamento,No,2.8,878973.64
PROP02293,62.56,3,2,1,Zona Oeste,21,3,None,593.84,,Yes,No,No,Apartamento,No,2.35,716140.0
PROP01626,170.97,2,2,0,Zona Leste,9,0,None,926.32,Básica,Yes,No,Yes,Casa,No,0.42,717516.18
PROP00372,175.08,4,3,3,Zona Norte,34,8,City,286.0,Básica,No,Yes,Yes,Apartamento,No,2.4,1181320.89
PROP02231,50.73,2,2,0,Centro,29,0,None,276.84,Básica,No,No,No,Casa,No,0.38,482823.46
PROP02179,57.3,6,2,3,Centro,30,4,None,1081.13,Básica,No,No,Yes,Casa,Yes,2.51,812390.11
PROP01424,,3,2,1,Zona Leste,44,0,Sea,787.11,Completa,Yes,Yes,No,Casa,No,0.61,880054.64
PROP00240,86.59,3,2,0,Subúrbio,9,0,,212.61,Completa,No,Yes,No,Apartamento,Yes,0.11,919982.06
PROP01098,150.98,2,3,2,Centro,27,14,Park,670.74,Completa,  No ,No,No,Apartamento,No,4.45,1097246.45
PROP02093,148.62,3,2,1,Zona Oeste,18,0,None,77.21,Completa,Yes,No,No,Casa,Yes,2.41,1010434.31
PROP01912,81.93,2,3,2,Zona Leste,8,0,None,113.43,Básica,Yes,No,No,Apartamento,Yes,2.33,742450.15
PROP00966,43.02,3,3,1,Centro,21,0,None,429.32,Básica,No,No,Yes,Casa,No,1.41,619620.81
PROP00608,,1,2,2,CENTRO,41,8,Park,992.75,Básica,Yes,Yes,Yes,Cobertura,No,,792802.84
PROP00759,31.57,3,2,2,Subúrbio,37,16,None,538.04,Completa,No,No,No,Casa,No,2.46,725854.97
PROP00309,83.63,3,3,3,Zona Norte,36,4,None,555.78,Completa,Yes,Yes,Yes,Apartamento,No,2.88,910057.74
PROP01966,64.67,3,4,1,Zona Sul,13,19,None,1061.94,Completa,Yes,No,No,Casa,Yes,3.08,1003447.61
PROP02001,147.23,2,2,1,Zona Oeste,38,6,None,764.81,Completa,Yes,No,Yes,Casa,No,3.82,799578.88
PROP02205,115.24,3,2,1,Zona Norte,15,20,None,160.34,Premium,No,Yes,Yes,Casa,No,1.47,1131093.61
PROP00154,135.12,2,1,1,Zona Sul,0,0,Park,823.41,Completa,Yes,No,Yes,Apartamento,No,3.89,913999.01
PROP00648,147.77,3,1,2,Zona Oeste,49,5,Park,747.97,Básica,Yes,Yes,Yes,Apartamento,No,3.68,908199.41
PROP00505,145.36,4,3,2,Centro,10,6,None,284.23,Completa,Yes,No,Yes,Apartamento,No,4.11,1254049.59
PROP02173,54.99,1,2,2,Centro,23,20,City,274.44,Completa,Yes,Yes,No,Apartamento,No,,952561.48
PROP00695,136.18,4,2,2,Zona Leste,18,16,None,911.7,Básica,Yes,Yes,No,Apartamento,No,0.04,1043186.65
PROP00175,80.83,2,2,2,Zona Sul,38,1,None,216.82,Completa,No,Yes,No,Cobertura,No,0.86,883983.15
PROP00003,76.01,1,2,1,Zona Sul,44,14,None,,Completa,No,No,No,Casa,Yes,0.2,707970.76
PROP01904,108.79,3,1,1,Zona Sul,49,6,City,655.53,Premium,Yes,No,No,Casa,No,2.17,1084027.25
PROP01057,126.77,2,2,3,Zona Norte,21,4,None,517.25,Completa,No,Yes,No,Apartamento,No,0.98,842316.75
PROP01226,195.52,1,1,1,Centro,14,0,None,634.04,Premium,Yes,No,Yes,Apartamento,No,2.33,1053057.51
PROP01239,,2,2,1,Centro,17,0,Park,841.68,Completa,Yes,Yes,Yes,Apartamento,No,1.77,963837.26
PROP02300,88.3,3,2,1,Zona Leste,27,5,,261.18,Completa,No,Yes,Yes,Apartamento,No,2.34,952611.99
PROP01932,98.16,2,3,2,Zona Norte,10,0,None,687.73,Completa,Yes,No,No,Apartamento,No,,723777.38
PROP00014,26.17,4,4,3,Subúrbio,25,0,None,20.14,Completa,Yes,No,No,Apartamento,No,3.52,921382.76
PROP02348,73.71,3,2,2,Subúrbio,25,16,,42.14,Completa,Yes,No,No,APARTAMENTO,No,1.38,905745.1
PROP02200,171.12,2,1,1,Centro,14,0,None,612.01,Básica,Yes,No,No,Casa,No,3.38,824133.12
PROP01292,100.96,2,3,3,Zona Norte,9,16,None,215.23,Premium,No,Yes,No,Apartamento,Yes,2.18,1078095.78
PROP01919,135.36,2,3,1,Zona Norte,26,12,None,682.53,,No,No,Yes,Casa,No,0.7,818955.43
PROP00637,205.57,2,4,2,Zona Sul,30,9,None,630.04,Básica,Yes,NO,No,Apartamento,Yes,3.1,1156728.15
PROP00453,3.17,4,2,2,Zona Norte,3,10,None,662.06,Básica,No,Yes,Yes,Apartamento,NO,3.01,689227.74
PROP00231,128.95,6,2,2,Zona Oeste,30,4,None,856.38,Premium,Yes,No,No,Apartamento,No,2.29,1179274.31
PROP01375,133.34,2,2,1,Zona Leste,21,5,None,467.36,,Yes,No,No,Apartamento,No,3.77,917313.69
PROP01280,99.64,3,2,2,Zona Sul,3,2,Sea,577.38,Premium,Yes,No,Yes,Apartamento,No,3.29,1261262.8
PROP02494,66.37,2,2,2,Zona Norte,44,13,Park,240.63,Completa,Yes,No,No,Apartamento,No,2.74,787698.29
PROP00679,28.03,4,1,2,Zona Norte,27,,,172.76,Completa,No,No,Yes,Apartamento,No,,749386.04
PROP00140,121.31,3,3,5,Zona Norte,27,4,City,807.0,Completa,Yes,Yes,No,Cobertura,No,1.32,1263854.48
PROP00364,125.98,4,2,1,Subúrbio,31,0,City,559.49,Básica,Yes,No,No,Apartamento,No,1.39,810182.56
PROP00981,109.94,4,2,2,Zona Sul,48,2,,684.4,,Yes,Yes,Yes,Apartamento,Yes,0.06,949142.2
PROP00337,,3,2,1,Subúrbio,38,12,None,523.35,Básica,No,No,Yes,Apartamento,Yes,1.76,662417.86
PROP00390,41.99,3,1,1,Subúrbio,49,0,None,843.25,Completa,Yes,No,No,Apartamento,Yes,2.37,437619.77
PROP00923,,2,1,2,Zona Norte,36,19,None,658.89,Completa,No,No,No,Apartamento,No,3.21,663323.64
PROP00047,203.12,3,3,2,Zona Norte,7,15,None,460.03,,Yes,No,Yes,Apartamento,Yes,2.9,1175672.86
PROP01663,77.03,4,2,3,Subúrbio,8,12,None,39.9,Completa,No,No,No,Apartamento,No,0.37,958253.73
PROP02148,77.53,3,1,3,Zona Oeste,14,20,Sea,328.85,Premium,No,No,Yes,Apartamento,No,0.53,1176546.14
PROP02044,87.96,3,2,2,Zona Sul,23,12,Park,450.22,Básica,No,No,No,Apartamento,Yes,4.19,920133.52
PROP01989,86.31,2,2,1,Zona Norte,2,1,City,834.42,Completa,NO,No,No,Apartamento,Yes,1.45,673250.26
PROP01458,93.72,1,2,0,Subúrbio,48,0,Park,803.4,Básica,No,No,No,Apartamento,No,1.97,316368.19
PROP00225,101.74,2,3,3,Zona Leste,16,1,None,503.19,Completa,No,No,No,Apartamento,No,2.48,727492.1
PROP01947,,2,2,1,Zona Norte,42,0,None,108.46,Completa,No,Yes,No,Casa,No,1.1,762041.24
PROP00962,,1,2,2,Zona Norte,16,5,None,93.9,,Yes,Yes,No,Apartamento,No,,858435.48
PROP01602,95.98,1,1,3,Zona Norte,25,18,Sea,237.89,Premium,Yes,Yes,Yes,Casa,No,2.6,1100451.05
PROP01915,130.53,2,1,1,Zona Norte,50,7,City,340.33,Premium,No,Yes,No,Apartamento,No,0.18,946489.92
PROP02192,98.06,2,1,1,Subúrbio,34,11,None,741.85,Básica,No,No,Yes,Casa,Yes,0.12,524318.29
PROP01807,164.92,2,3,1,Zona Sul,0,,None,815.02,Básica,No,Yes,Yes,Apartamento,No,4.47,1046200.71
PROP01670,58.43,3,5,2,Zona Norte,37,0,None,771.93,Completa,No,No,Yes,Casa,No,1.08,665706.64
PROP01993,77.74,1,2,1,Zona Oeste,16,16,None,996.64,Premium,Yes,Yes,Yes,Casa,No,1.62,786889.36
PROP00626,170.32,2,2,2,Zona Oeste,7,9,None,59.4,Premium,No,Yes,Yes,Casa,No,2.44,1337699.37
PROP01738,108.88,1,3,0,Zona Leste,29,4,City,581.17,Básica,Yes,Yes,No,Casa,No,0.24,646096.83
PROP01809,144.02,3,1,3,Subúrbio,10,17,City,554.08,Básica,No,No,No,Casa,No,1.56,819017.88
PROP01325,95.23,4,2,0,Centro,37,13,Park,152.78,Básica,No,No,Yes,Casa,Yes,1.07,973564.56
PROP00500,87.42,1,2,3,Zona Leste,11,1,City,723.53,Completa,Yes,Yes,Yes,Apartamento,No,,773590.02
PROP00540,166.95,3,3,0,Centro,0,5,,718.61,Básica,Yes,No,No,Apartamento,No,1.25,966486.71
PROP02403,56.51,1,3,1,Zona Oeste,11,2,,847.18,Premium,No,No,Yes,Cobertura,No,1.25,760332.26
PROP00001,129.8,3,2,2,Centro,39,2,None,501.62,BÁSICA,No,No,No,Apartamento,No,,865784.21
PROP02075,134.57,1,2,0,Zona Sul,49,2,City,673.59,Completa,No,No,Yes,Casa,No,0.9,670500.98
PROP02274,,2,3,2,Centro,37,14,None,588.02,Básica,Yes,No,Yes,Apartamento,No,0.18,822584.67
PROP00344,113.51,3,2,2,Zona Oeste,30,0,Sea,55.3,Completa,No,No,No,Apartamento,No,2.51,1137421.69
PROP00749,76.66,1,3,2,Zona Norte,18,0,,878.03,Completa,Yes,Yes,Yes,Apartamento,Yes,2.68,670917.32
PROP00414,136.12,1,2,2,Zona Norte,15,19,,239.18,Completa,Yes,Yes,No,Apartamento,Yes,3.06,1025435.12
PROP01114,128.47,2,1,3,Subúrbio,23,10,City,902.5,Completa,Yes,No,Yes,Apartamento,Yes,0.05,876925.29
PROP01756,158.13,3,2,0,Zona Leste,21,10,None,679.78,Completa,Yes,Yes,Yes,Casa,No,1.33,959124.96
PROP01955,132.66,2,3,1,Zona Norte,43,20,None,644.99,Completa,Yes,No,Yes,Apartamento,No,1.88,839583.48
PROP02139,126.54,1,2,2,Zona Sul,13,0,Park,654.45,Premium,Yes,Yes,No,Apartamento,No,4.06,1176540.73
PROP01513,166.55,3,3,1,Zona Sul,28,19,None,690.12,Completa,Yes,No,Yes,Apartamento,No,,1073701.26
PROP00146,63.23,4,2,1,Zona Leste,38,16,None,650.11,,No,No,NO,Cobertura,No,3.25,687045.69
PROP00667,107.97,2,2,1,Zona Sul,7,4,None,325.09,Completa,Yes,Yes,No,Apartamento,No,0.8,1018335.77
PROP01767,114.02,2,1,2,Subúrbio,4,7,City,,Completa,Yes,Yes,Yes,Apartamento,No,2.55,872886.59
PROP00147,68.83,2,2,2,Centro,11,5,None,598.43,Básica,Yes,No,Yes,Apartamento,No,2.86,737039.65
PROP02014,86.18,1,1,0,Zona Sul,14,,None,957.1,Completa,Yes,No,No,Apartamento,No,2.24,640439.05
PROP01056,82.21,2,3,2,Subúrbio,38,16,,595.24,Completa,No,Yes,No,Apartamento,Yes,,808383.87
PROP02404,71.9,3,2,1,Zona Norte,26,0,City,469.43,Completa,Yes,Yes,No,Apartamento,No,2.36,700681.19
PROP02109,91.92,1,2,1,Zona Leste,8,0,None,280.72,Básica,No,Yes,No,Apartamento,Yes,2.68,617710.06
PROP00099,115.85,2,3,5,Zona Leste,5,4,,524.23,Premium,No,No,No,Apartamento,No,0.47,1021236.38
PROP01523,154.33,3,2,1,Zona Oeste,14,0,Park,657.48,Básica,No,No,Yes,Apartamento,No,1.98,837192.04
PROP02375,127.75,2,2,1,Subúrbio,44,19,None,170.99,Básica,Yes,No,No,Apartamento,No,0.4,618414.39
PROP02462,125.03,4,3,1,Zona Leste,39,17,None,706.13,Completa,No,Yes,Yes,Apartamento,No,1.97,1134704.39
PROP00794,74.37,2,2,2,Centro,33,6,None,647.01,,No,No,No,Casa,No,2.5,604237.91
PROP00040,34.46,2,1,1,Zona Oeste,24,11,,24.69,Básica,No,No,No,Apartamento,No,3.88,499355.62
PROP00893,84.4,2,1,2,Zona Oeste,13,18,Park,,Básica,Yes,No,Yes,Apartamento,Yes,3.15,797840.06
PROP02280,132.78,4,5,1,Subúrbio,4,0,None,513.59,Básica,Yes,No,No,Apartamento,No,0.9,956384.96
PROP00243,128.45,2,3,3,Zona Sul,50,1,,821.94,Básica,Yes,No,Yes,Apartamento,No,2.35,950759.88
PROP02440,128.82,3,3,2,Subúrbio,26,9,None,510.23,Completa,Yes,No,No,Casa,No,2.89,1027055.18
PROP00943,,2,4,1,Centro,28,4,City,203.65,,Yes,No,No,Apartamento,Yes,3.44,1019864.39
PROP00284,96.38,1,3,2,Zona Sul,46,10,None,553.29,Completa,Yes,Yes,No,Casa,No,0.79,926535.49
PROP00119,,3,5,1,Zona Leste,26,3,,949.3,Completa,No,No,No,Apartamento,No,0.74,778550.94
PROP00194,175.26,3,4,1,Zona Sul,35,0,None,27.91,Premium,Yes,No,Yes,Apartamento,No,3.02,1421339.81
PROP01025,111.6,4,2,2,Zona Sul,1,0,Park,499.98,Completa,Yes,No,Yes,Apartamento,No,2.44,1269180.46
PROP00279,93.7,1,2,2,Zona Leste,36,4,,320.24,Completa,Yes,No,Yes,Apartamento,No,0.35,745222.88
PROP01355,98.34,2,2,1,Zona Norte,0,9,Park,474.4,Completa,Yes,Yes,Yes,Apartamento,No,1.88,988733.6
PROP00418,133.35,3,3,0,Zona Norte,24,14,,613.93,Completa,No,No,Yes,Casa,No,1.02,921318.99
PROP01823,67.61,3,2,3,Centro,45,1,None,684.4,Completa,Yes,YES,Yes,Apartamento,No,2.42,963487.63
PROP00151,111.21,3,2,0,Zona Norte,47,15,,658.47,Completa,Yes,No,Yes,Cobertura,No,1.92,745448.4
PROP00666,109.84,1,2,0,Zona Leste,30,15,Park,212.91,Completa,No,No,No,Apartamento,No,4.65,774809.03
PROP00777,,2,2,2,Subúrbio,8,7,None,763.88,Completa,Yes,No,  Yes ,Casa,No,5.51,722778.06
PROP01373,118.58,2,3,1,Subúrbio,6,9,None,88.96,Completa,No,No,Yes,Apartamento,No,1.15,875582.21
PROP00158,84.14,3,2,2,Zona Norte,21,2,None,639.17,Completa,No,Yes,No,Apartamento,No,2.91,898342.36
PROP02020,167.58,3,1,1,Zona Sul,41,,None,668.75,Completa,No,Yes,Yes,Apartamento,No,0.44,1115018.29
PROP02456,70.29,4,3,1,  Zona Leste ,27,8,None,23.4,Completa,Yes,No,No,Apartamento,Yes,1.75,1096267.76
PROP00132,97.4,1,1,1,Centro,38,19,None,613.28,Básica,No,No,Yes,Casa,No,2.21,579386.89
PROP01549,72.1,3,3,1,Zona Norte,42,15,,703.56,Completa,Yes,Yes,Yes,Apartamento,No,3.16,805308.47
PROP01482,,2,6,1,Zona Sul,44,,None,,,YES,Yes,No,Apartamento,No,1.72,1430876.52
PROP00257,,2,4,3,Centro,34,4,,,Completa,No,No,Yes,Casa,No,,805341.81
PROP00361,89.56,5,3,2,Zona Leste,4,15,None,355.88,Completa,No,No,No,Apartamento,No,3.5,1060607.72
PROP00766,116.86,4,1,1,Zona Norte,35,18,City,713.32,Completa,No,No,Yes,Apartamento,No,2.83,888130.93
PROP02396,,2,2,1,Zona Oeste,17,4,,415.28,Premium,No,No,Yes,Casa,  No ,2.82,788148.07
PROP01336,108.1,2,2,3,Zona Leste,22,7,City,752.47,Básica,Yes,No,Yes,Apartamento,Yes,1.99,793753.05
PROP00134,117.33,2,1,1,Subúrbio,21,13,None,361.91,Premium,Yes,No,No,Apartamento,No,0.44,913972.37
PROP01475,109.22,3,2,1,Zona Norte,32,8,City,478.97,Completa,Yes,Yes,Yes,Casa,No,,1009911.07
PROP02138,113.0,3,1,2,Centro,2,7,Park,774.9,,No,No,No,Apartamento,No,,908861.28
PROP00723,113.66,2,1,2,Zona Sul,46,18,None,403.66,Completa,Yes,Yes,No,Apartamento,Yes,2.7,1012740.95
PROP02329,92.96,4,2,2,Zona Sul,3,0,None,513.08,Básica,Yes,Yes,No,Casa,Yes,1.46,970603.68
PROP01200,43.26,1,1,2,Zona Norte,28,12,None,863.74,Completa,Yes,No,  Yes ,Apartamento,No,0.92,447945.17
PROP00952,76.16,2,2,1,Zona Norte,36,8,Park,819.24,Completa,Yes,Yes,No,Casa,Yes,0.55,684266.57
PROP00774,136.26,3,3,1,Zona Norte,37,0,,486.74,Premium,No,Yes,No,Apartamento,No,2.53,971431.57
PROP02037,125.36,2,2,2,Centro,14,18,,1170.15,Básica,Yes,No,No,Apartamento,No,1.56,665172.96
PROP01742,40.18,3,3,1,Zona Norte,24,0,None,772.76,Completa,Yes,Yes,Yes,Apartamento,No,2.69,684733.37
PROP01157,104.05,3,3,2,Subúrbio,27,6,None,333.96,Completa,No,Yes,Yes,Apartamento,No,2.62,1011712.4
PROP01635,92.04,3,3,0,Zona Norte,34,7,,392.19,Básica,Yes,No,Yes,Apartamento,No,,704406.33
PROP01636,170.62,2,3,2,Subúrbio,0,0,Park,68.37,Completa,No,No,Yes,Casa,No,1.71,1099884.2
PROP01924,104.68,3,1,1,Zona Sul,14,0,City,802.3,Premium,Yes,Yes,No,Apartamento,No,3.01,1127453.72
PROP01522,7.43,3,3,0,Zona Leste,0,19,,510.56,Completa,No,No,No,Cobertura,No,0.96,602965.92
PROP00149,118.62,4,3,2,Zona Sul,33,5,None,897.7,Completa,Yes,No,No,Apartamento,No,0.96,1039264.63
PROP01123,123.08,3,3,4,Zona Oeste,14,,,793.21,Básica,No,No,Yes,Apartamento,Yes,0.33,1060405.0
PROP02176,153.63,3,2,0,Zona Leste,46,18,None,832.79,Básica,Yes,Yes,No,  Apartamento ,No,2.81,845098.02
PROP01640,85.51,2,4,1,Zona Sul,24,1,None,787.51,Completa,Yes,No,Yes,Apartamento,No,4.71,829473.42
PROP01882,82.81,3,1,2,Zona Norte,44,2,None,69.06,Premium,No,Yes,No,Cobertura,No,2.29,886526.38
PROP00394,85.03,2,2,2,Subúrbio,20,18,None,544.29,Completa,Yes,Yes,Yes,Casa,No,1.74,837369.49
PROP02126,131.11,2,2,2,Zona Sul,16,18,City,952.31,Completa,Yes,Yes,No,Casa,No,,1091393.75
PROP00560,137.38,3,2,2,Zona Leste,29,1,None,491.84,Básica,No,No,Yes,Apartamento,No,3.35,707799.62
PROP01285,92.67,2,2,2,Zona Norte,18,0,None,648.25,Completa,No,Yes,Yes,Cobertura,No,3.39,754428.72
PROP00367,101.39,3,2,1,Centro,6,0,None,804.8,Premium,Yes,Yes,No,Apartamento,Yes,2.7,1108380.79
PROP00316,69.97,3,2,2,  Zona Norte ,10,3,City,256.98,Completa,Yes,Yes,No,Casa,No,3.48,993949.84
PROP01676,,4,1,2,Zona Sul,50,0,None,881.86,Completa,Yes,No,No,Apartamento,No,6.66,870715.27
PROP00530,93.58,3,3,0,Zona Sul,3,12,None,859.5,Básica,Yes,No,Yes,Casa,Yes,1.39,856089.06
PROP00912,97.63,2,3,2,Zona Leste,41,0,None,343.78,Completa,Yes,No,No,Casa,No,3.13,876392.36
PROP00488,104.13,3,2,2,Zona Sul,39,16,None,483.43,Premium,No,No,No,Apartamento,Yes,1.87,1111203.57
PROP00456,118.02,2,3,0,Subúrbio,13,8,None,2.98,Completa,No,Yes,Yes,Apartamento,Yes,0.58,841942.95
PROP02078,69.0,1,2,1,Zona Sul,16,2,None,741.38,Completa,Yes,No,No,Apartamento,Yes,,649959.66
PROP00858,110.56,2,3,1,Zona Sul,19,0,None,765.09,BÁSICA,No,No,No,Apartamento,No,3.13,774885.08
PROP00038,132.84,1,4,2,Zona Sul,30,,None,534.69,Premium,Yes,No,No,Casa,No,2.33,1132266.59
PROP00592,93.09,2,2,1,Subúrbio,18,0,None,356.44,Premium,Yes,Yes,Yes,Apartamento,Yes,3.27,805353.62
PROP00469,103.37,2,3,3,Zona Norte,20,4,None,534.63,,Yes,No,Yes,Apartamento,No,2.3,734440.37
PROP00448,,3,4,2,Zona Sul,24,,None,634.73,Completa,Yes,No,Yes,Apartamento,No,2.69,1055845.46
PROP02356,148.64,2,3,2,Zona Sul,45,19,City,79.95,Premium,Yes,No,Yes,Casa,No,,1365304.17
PROP00955,85.9,4,1,2,Zona Oeste,10,0,,559.9,,Yes,No,Yes,Casa,No,3.4,880326.77
PROP01879,62.31,5,2,1,Zona Norte,17,0,None,616.42,,Yes,Yes,No,Apartamento,Yes,3.02,828274.55
PROP01125,78.31,1,3,1,Zona Oeste,31,0,None,454.49,Completa,No,No,No,Apartamento,No,1.85,675764.59
PROP00176,139.78,4,2,0,Centro,25,2,City,359.52,Premium,Yes,No,Yes,Apartamento,No,0.59,1208285.97
PROP00665,110.16,4,1,1,Zona Norte,43,3,City,295.5,Básica,No,Yes,Yes,Casa,No,2.73,869803.07
PROP01075,121.89,3,2,2,Centro,9,8,None,958.71,Básica,Yes,No,Yes,Apartamento,No,0.71,864691.57
PROP00111,113.81,4,2,1,Zona Oeste,5,0,City,317.12,Completa,Yes,Yes,NO,Apartamento,No,0.82,1187428.78
PROP02066,126.21,4,1,1,Zona Sul,16,0,None,1001.76,Completa,Yes,No,Yes,Apartamento,No,,905738.9
PROP00734,119.52,3,2,2,Zona Leste,13,0,  None ,299.94,Premium,Yes,No,No,Cobertura,Yes,3.7,1128444.09
PROP02207,21.51,4,3,2,Zona Sul,45,4,City,384.6,Básica,Yes,No,No,Apartamento,No,1.48,992462.02
PROP02447,,1,3,1,Centro,46,0,City,1027.75,Premium,No,No,No,Casa,No,4.39,756942.94
PROP02113,136.98,4,2,2,Subúrbio,43,8,None,515.14,Básica,Yes,Yes,Yes,Apartamento,No,4.08,995804.84
PROP00067,81.68,3,3,3,Centro,6,11,None,477.45,Completa,Yes,No,No,Apartamento,No,3.59,1070544.42
PROP02407,32.59,2,6,1,Zona Leste,29,9,None,224.13,Básica,Yes,No,No,Apartamento,No,3.02,738354.0
PROP00697,,2,2,1,Centro,18,6,City,595.8,Completa,Yes,No,Yes,Casa,Yes,0.71,1011473.08
PROP01857,87.15,3,2,1,Zona Norte,5,,None,417.15,,Yes,No,Yes,Apartamento,No,0.33,773116.57
PROP02133,120.74,3,3,1,Zona Oeste,7,9,None,506.39,Básica,Yes,No,Yes,Casa,Yes,0.98,895174.5
PROP00719,47.65,2,2,1,ZONA NORTE,32,12,None,552.14,Básica,Yes,No,No,Casa,No,0.1,500313.7
PROP01891,12.58,4,1,2,Zona Norte,46,15,None,687.1,Premium,Yes,No,No,Casa,No,3.02,763288.31
PROP02294,588.15,2,1,2,Zona Leste,27,0,,,Completa,No,Yes,Yes,Apartamento,No,3.21,876987.01
PROP01407,48.28,2,3,1,Zona Norte,14,0,None,404.44,Básica,Yes,No,No,Apartamento,No,4.53,585501.1
PROP01192,55.82,2,1,2,Zona Norte,11,20,None,844.2,Básica,No,No,No,Cobertura,No,2.74,517957.94
PROP01467,100.24,4,2,1,Zona Oeste,9,12,None,48.6,Completa,Yes,Yes,Yes,Apartamento,No,0.59,1150834.02
PROP00745,124.48,1,1,2,Centro,45,10,City,530.1,Premium,Yes,Yes,No,Apartamento,No,0.5,923999.01
PROP02330,81.62,3,2,2,Zona Norte,18,5,Park,978.38,Básica,Yes,No,No,Apartamento,No,1.36,707358.94
PROP01956,148.86,2,3,2,Zona Oeste,20,5,None,181.52,Completa,No,Yes,No,Apartamento,Yes,0.53,1149002.14
PROP01656,116.98,1,4,1,Zona Sul,16,17,None,316.86,Básica,No,No,No,Apartamento,No,2.39,871891.87
PROP01027,63.82,2,3,2,Zona Oeste,42,6,None,,Completa,No,No,Yes,Apartamento,No,1.14,739832.33
PROP00178,94.73,3,3,1,Subúrbio,40,0,None,193.56,Completa,No,Yes,Yes,Apartamento,Yes,1.49,853080.35
PROP02454,,2,1,0,Zona Sul,22,1,None,257.57,Básica,No,No,No,Apartamento,No,5.25,656307.11
PROP02446,56.76,2,1,2,Centro,28,0,None,1029.34,Básica,Yes,No,Yes,Casa,No,1.78,512474.56
PROP01342,70.08,2,2,3,Zona Norte,19,0,City,853.77,Básica,Yes,No,No,Apartamento,No,0.78,599821.29
PROP02332,,2,1,2,Zona Leste,20,0,None,198.11,Completa,No,No,Yes,Apartamento,Yes,1.31,785994.29
PROP02397,41.53,1,2,1,Zona Norte,15,20,,1177.63,Premium,No,Yes,No,Apartamento,No,4.02,745120.59
PROP00199,76.51,2,2,2,Centro,22,0,None,739.27,Básica,No,Yes,No,Apartamento,Yes,1.42,600830.39
PROP01814,108.72,3,3,1,Zona Sul,4,10,Sea,668.34,Completa,Yes,No,Yes,APARTAMENTO,No,1.24,1138718.21
PROP01364,79.2,4,1,2,Zona Oeste,12,17,Park,380.98,Completa,No,Yes,No,Apartamento,No,3.77,1135754.2
