house_id,house_area_sqm,num_residents,num_appliances,air_conditioning,heating_system,energy_efficiency_rating,avg_temperature,home_office_hours,has_pool,solar_panels,house_age_years,insulation_quality,num_rooms,electric_car,smart_thermostat,monthly_consumption_kwh
HOUSE00117,177.35,1,20,1,None,C,18.39,,No,Yes,2,Good,7,No,Yes,259.7
HOUSE00501,164.72,3,28,None,Electric,B,19.23,8,No,Yes,47,Average,1,Yes,No,374.82
HOUSE02261,292.92,2,5,1,Gas,D,4.01,8,Yes,Yes,34,Poor,5,No,No,325.15
HOUSE02299,,4,7,1,Electric,C,27.99,4,No,No,13,Average,4,Yes,No,397.71
HOUSE01577,194.45,3,11,3+,Gas,C,22.62,0,No,No,15,Average,3,No,No,503.59
HOUSE01674,9.35,5,15,1,Gas,B,18.04,8,No,No,3,Average,4,Yes,No,438.14
HOUSE01529,169.98,2,,1,Solar,C,29.17,10,Yes,No,14,Average,6,No,No,379.06
HOUSE00959,151.92,4,,2,Gas,B,23.14,0,No,Yes,40,Average,8,No,No,300.62
HOUSE00801,184.07,2,29,1,None,B,30.57,8,No,No,37,Good,7,No,No,349.37
HOUSE02077,66.46,4,27,None,None,A,27.42,10,Yes,No,15,Poor,7,No,Yes,419.45
HOUSE02201,175.97,4,,1,Gas,B,8.31,4,Yes,No,,Good,5,No,No,429.28
HOUSE01502,236.47,2,15,3+,Gas,B,25.05,8,No,No,8,Average,6,No,No,444.03
HOUSE00030,174.89,5,26,1,Gas,B,35.7,8,Yes,No,28,Average,6,No,Yes,597.32
HOUSE01414,113.33,3,22,2,Gas,D,,10,No,No,42,Good,4,No,No,511.4
HOUSE01382,74.3,4,28,None,Gas,C,17.25,8,No,No,48,Good,8,Yes,No,498.28
HOUSE01374,214.26,3,6,None,Gas,C,27.36,8,No,No,31,Poor,8,No,No,350.57
HOUSE00058,123.2,3,19,1,None,B,13.97,4,No,No,28,,3,No,No,356.69
HOUSE01832,152.71,3,30,3+,Gas,C,2.8,0,No,Yes,11,Good,6,No,No,498.66
HOUSE02245,226.99,2,17,1,Electric,B,29.55,8,No,No,43,Average,6,No,No,415.71
HOUSE00525,141.69,5,24,1,Electric,C,25.51,,No,No,45,Good,6,No,No,548.8
HOUSE02161,92.07,3,23,1,Electric,C,7.65,4,Yes,No,13,Good,7,No,No,582.22
HOUSE00391,,4,21,1,Gas,D,24.61,8,No,No,,Average,2,No,No,517.74
HOUSE01800,193.92,4,8,2,None,D,13.27,0,No,No,33,Poor,4,No,Yes,420.35
HOUSE01752,200.85,2,6,None,None,C,19.7,0,No,No,10,Average,7,Yes,No,229.97
HOUSE00374,68.43,3,21,1,Electric,D,29.7,8,No,No,44,Good,5,No,No,513.8
HOUSE00310,167.84,4,17,2,Gas,A,31.41,10,No,No,47,Poor,2,No,No,509.58
HOUSE01575,133.4,2,12,3+,Solar,C,19.62,8,Yes,No,2,Average,8,Yes,No,404.89
HOUSE00852,82.73,2,30,2,Gas,  D ,14.45,10,No,No,1,Good,2,No,Yes,466.64
HOUSE00735,,3,25,None,Electric,C,29.62,0,No,Yes,50,Poor,8,No,No,386.78
HOUSE00902,83.31,5,15,3+,Gas,D,13.59,4,No,No,33,Poor,8,No,No,579.98
HOUSE02307,144.82,4,21,None,Gas,C,24.29,0,No,No,48,Average,2,No,Yes,397.16
HOUSE02067,160.33,5,,1,Electric,D,23.46,8,No,No,38,Poor,2,Yes,No,622.39
HOUSE00072,,3,5,None,None,C,15.3,0,No,No,47,Average,8,No,No,302.12
HOUSE00893,80.03,5,11,2,Gas,A,21.1,0,No,No,34,Average,6,Yes,No,445.17
HOUSE00373,166.12,3,15,2,Solar,C,,0,No,No,19,Good,3,No,No,361.63
HOUSE02130,,2,12,3+,Gas,A,24.93,0,No,No,11,Good,3,No,No,350.05
HOUSE01750,177.36,3,29,1,Gas,A,20.42,8,No,No,20,Poor,1,No,Yes,395.39
HOUSE00483,194.58,5,14,None,Electric,C,-4.88,0,Yes,Yes,41,Average,6,Yes,No,456.66
HOUSE00449,102.57,3,13,2,Gas,D,21.78,8,Yes,No,8,Good,4,No,No,492.31
HOUSE01777,181.34,3,13,1,Solar,C,16.94,10,No,No,26,Good,6,No,No,353.64
HOUSE01326,172.57,4,9,1,None,C,17.59,,Yes,Yes,22,Poor,6,No,Yes,384.45
HOUSE02315,180.56,3,19,None,Electric,B,13.75,0,No,No,45,Average,3,No,No,373.14
HOUSE02200,24.58,3,24,1,Solar,B,19.12,0,No,Yes,,Average,8,Yes,No,270.29
HOUSE00694,97.37,3,20,1,Electric,C,32.83,0,no,No,23,Poor,8,No,No,473.73
HOUSE00477,130.18,1,23,1,Electric,A,,0,No,Yes,30,Poor,3,No,No,247.3
HOUSE01680,139.62,3,17,1,Solar,B,29.85,,No,No,17,Good,6,No,No,332.6
HOUSE00142,177.48,3,29,None,Electric,B,,0,No,No,45,  Average ,6,Yes,Yes,420.71
HOUSE02059,166.76,3,13,1,Gas,C,17.99,,No,Yes,4,Average,7,No,No,343.0
HOUSE00014,165.82,3,15,3+,Electric,B,25.83,4,No,No,16,Poor,7,No,Yes,489.78
HOUSE00231,147.61,2,26,2,Gas,E,21.29,0,No,Yes,43,Average,8,No,No,375.48
HOUSE00457,,2,30,1,None,D,18.41,10,No,No,7,Poor,5,No,No,497.56
HOUSE00987,151.06,3,8,2,Gas,C,-5.33,8,No,No,22,Poor,3,Yes,No,423.77
HOUSE01465,208.76,5,8,2,Gas,D,,0,No,No,37,Poor,2,Yes,No,496.92
HOUSE01324,143.23,5,15,1,Electric,A,24.04,8,No,No,43,Poor,5,No,No,445.9
HOUSE02372,198.98,4,30,3+,Solar,D,27.7,8,No,No,,Poor,1,No,Yes,557.82
HOUSE00145,177.48,5,21,2,Gas,C,24.36,8,No,No,32,Good,5,No,No,559.49
HOUSE00426,167.28,5,21,3+,Gas,C,36.85,0,No,No,27,Good,1,No,No,578.0
HOUSE02330,222.04,4,10,1,Gas,C,19.39,0,No,No,12,Average,7,No,No,375.97
HOUSE01669,76.2,4,25,2,Electric,A,22.14,0,No,No,0,Poor,1,No,No,456.46
HOUSE01219,96.8,2,22,None,Solar,C,26.0,0,No,No,21,Good,6,No,No,341.22
HOUSE01298,136.02,4,10,2,Electric,C,,,Yes,Yes,29,Average,2,No,No,415.5
HOUSE01458,192.49,2,18,None,Electric,C,,8,No,No,35,Good,7,No,Yes,424.35
HOUSE00091,171.52,1,18,None,Gas,D,24.51,0,No,No,37,Good,5,No,Yes,327.18
HOUSE00128,98.91,3,15,1,Gas,C,24.06,,No,No,48,Good,2,No,No,391.94
HOUSE02309,228.5,5,21,1,Gas,C,23.51,10,No,Yes,28,Average,6,No,Yes,475.84
HOUSE00534,,3,,None,Gas,B,20.13,4,No,No,,Poor,7,No,Yes,329.78
HOUSE00338,,3,27,1,Electric,D,13.63,4,Yes,No,17,Average,7,No,No,594.61
HOUSE01397,87.52,3,,1,Electric,A,20.06,,Yes,No,44,Average,2,Yes,Yes,422.46
HOUSE01906,102.51,3,28,1,Gas,C,37.57,4,No,Yes,31,Poor,1,No,No,448.37
HOUSE02249,,4,27,None,Gas,C,34.29,,No,No,7,Good,2,No,Yes,398.07
HOUSE00222,107.49,3,27,None,Gas,C,24.82,8,No,Yes,24,Average,7,No,Yes,274.6
HOUSE01289,133.3,4,29,1,Gas,D,,0,No,No,39,,3,No,Yes,542.26
HOUSE00084,135.44,4,7,None,Solar,C,26.84,8,No,Yes,9,Poor,1,Yes,Yes,311.74
HOUSE01934,131.76,2,24,None,None,B,36.15,8,No,No,43,Poor,5,No,No,349.58
HOUSE00298,123.51,2,6,2,Gas,b,29.98,10,No,No,24,Poor,1,No,No,328.26
HOUSE01927,94.95,1,6,None,Solar,E,8.43,0,No,No,35,Average,4,No,Yes,259.01
HOUSE00408,,3,20,1,Electric,C,14.79,10,No,Yes,,Average,1,No,No,424.82
HOUSE01386,151.43,3,30,2,  Electric ,A,33.76,0,No,No,30,Good,1,No,No,484.27
HOUSE01347,146.78,3,27,1,Solar,E,28.82,8,No,No,30,Good,4,No,Yes,525.44
HOUSE01599,151.94,2,18,1,Solar,D,16.7,4,Yes,Yes,29,Average,3,No,No,353.25
HOUSE01758,124.31,3,15,1,Solar,C,22.47,0,No,No,6,Good,8,No,Yes,320.66
HOUSE01897,151.11,4,28,2,Electric,C,29.6,0,No,No,22,Good,3,Yes,Yes,583.73
HOUSE01785,108.13,4,12,None,Electric,C,43.06,8,No,No,9,Average,3,No,No,541.69
HOUSE01182,135.26,2,7,None,Gas,D,25.03,10,No,No,,Average,5,No,Yes,328.2
HOUSE01563,146.46,3,11,1,Gas,D,16.84,10,No,No,10,,3,No,No,427.95
HOUSE01597,120.9,3,25,None,Gas,C,2.82,8,No,No,38,Average,4,No,Yes,524.43
HOUSE00206,158.91,2,22,1,Gas,C,,0,No,Yes,0,Average,5,No,No,314.68
HOUSE01925,152.53,3,12,2,Electric,C,29.23,10,No,No,43,Average,6,No,No,484.13
HOUSE01249,221.1,4,5,3+,Gas,C,,0,No,No,5,Good,2,No,No,473.75
HOUSE00655,148.45,2,6,2,Gas,B,40.9,0,No,No,49,Average,8,No,Yes,310.11
HOUSE01795,212.7,3,23,1,Solar,B,21.34,,No,Yes,16,Average,2,Yes,No,339.88
HOUSE00307,,1,20,2,Electric,D,21.77,8,No,No,0,Average,7,Yes,No,405.75
HOUSE01507,137.6,3,23,3+,Gas,C,14.65,4,No,No,39,Poor,4,No,No,539.11
HOUSE01090,167.27,3,,1,None,C,24.95,8,No,No,9,Average,5,No,No,348.42
HOUSE00515,115.09,1,22,1,Gas,B,,8,No,Yes,27,Average,4,No,Yes,267.2
HOUSE00491,209.45,2,25,None,Solar,  C ,24.9,,No,No,36,Poor,1,No,No,396.15
HOUSE01776,105.31,4,,1,Solar,C,26.33,,No,No,36,Poor,1,No,No,462.97
HOUSE02089,198.58,1,6,1,Gas,D,7.05,10,Yes,No,27,Poor,5,No,No,377.72
HOUSE01034,202.72,5,26,None,Gas,C,19.83,0,No,Yes,34,Average,5,No,No,436.92
HOUSE02107,184.72,4,15,2,None,D,12.05,4,No,No,27,Average,1,No,Yes,466.63
HOUSE02444,115.0,2,21,1,Gas,B,20.73,8,No,No,12,Average,6,No,No,339.77
HOUSE00356,208.6,4,28,2,Solar,B,12.74,0,Yes,No,18,Good,3,No,No,539.45
HOUSE00763,196.66,2,18,None,Solar,A,7.13,0,No,No,27,Average,4,No,No,274.02
HOUSE01155,221.28,3,,none,None,E,,0,Yes,No,31,Good,3,Yes,No,354.9
HOUSE02088,124.9,2,13,None,Electric,E,31.68,4,No,No,24,Good,1,No,No,410.73
HOUSE01835,180.06,4,14,None,Gas,C,,,No,No,,Poor,5,No,Yes,373.59
HOUSE02144,127.96,2,8,2,Gas,D,29.46,4,No,No,26,Good,8,Yes,No,385.52
HOUSE01245,155.39,2,19,1,Electric,B,20.6,0,No,No,6,Average,3,Yes,No,420.72
HOUSE00033,158.39,2,10,2,None,C,28.63,4,No,No,25,Average,7,No,No,343.23
HOUSE02134,100.67,2,26,3+,None,D,11.81,4,No,No,50,Poor,2,No,No,464.4
HOUSE02385,193.93,3,,3+,Electric,B,27.81,4,No,Yes,28,Good,2,No,No,443.93
HOUSE01042,,2,21,2,Gas,C,12.64,4,No,No,41,,7,No,No,424.9
HOUSE00922,105.92,2,,2,Electric,D,19.64,8,No,No,37,Average,8,No,No,423.68
HOUSE00196,213.93,3,7,1,Solar,A,30.89,,No,No,26,Average,1,No,No,311.81
HOUSE00448,149.85,5,7,None,Electric,B,29.66,8,No,No,5,Average,5,No,Yes,409.23
HOUSE01528,224.2,2,17,3+,Electric,C,32.9,4,No,Yes,10,,2,No,No,451.48
HOUSE02496,153.74,5,14,1,Gas,A,30.71,8,No,No,4,Poor,7,No,No,471.78
HOUSE00434,167.16,4,11,3+,Electric,C,31.13,0,Yes,Yes,21,Good,1,Yes,No,556.94
HOUSE00847,158.21,1,10,3+,None,B,-6.06,0,No,No,31,,7,No,No,264.54
HOUSE01968,155.9,2,28,1,Gas,C,17.75,0,No,No,19,Average,5,No,No,456.85
HOUSE00926,150.6,2,26,1,Electric,C,12.11,,Yes,Yes,38,Good,4,No,no,405.62
HOUSE01279,156.51,4,21,1,Gas,D,10.65,10,No,Yes,36,Average,4,No,No,427.56
HOUSE01634,114.88,3,6,1,Electric,B,30.66,0,No,Yes,,Good,5,No,Yes,314.12
HOUSE02341,186.06,3,10,1,Electric,B,17.81,8,No,Yes,23,Average,7,No,No,329.65
HOUSE01728,154.48,3,13,2,Electric,A,27.54,0,No,No,14,,4,Yes,No,389.3
HOUSE00519,139.77,4,18,None,Gas,A,27.78,0,Yes,No,22,Average,6,No,Yes,365.65
HOUSE00787,139.6,7,,1,Electric,B,25.78,0,No,No,35,Poor,2,No,No,630.74
HOUSE02459,55.41,3,22,None,Electric,C,29.36,0,No,Yes,25,,5,No,No,828.21
HOUSE01239,127.74,3,,1,None,C,12.3,8,No,Yes,47,Average,4,No,No,275.9
HOUSE02283,,4,28,2,Electric,B,31.17,0,No,No,25,Poor,4,Yes,No,568.52
HOUSE02417,159.62,1,7,None,Solar,C,35.91,0,No,No,15,Average,2,No,No,197.93
HOUSE01555,125.22,2,30,2,Solar,D,,8,No,No,19,Good,3,No,Yes,476.83
HOUSE00340,140.78,4,25,2,None,D,,8,No,No,45,Good,8,Yes,No,551.83
HOUSE01538,201.64,3,,3+,Electric,B,27.44,4,No,No,26,Poor,8,Yes,No,590.6
HOUSE02422,176.36,3,13,1,Solar,A,35.51,8,No,No,19,Poor,5,Yes,No,321.75
HOUSE01178,173.34,7,22,1,Gas,B,23.13,0,No,Yes,22,Average,1,No,Yes,466.8
HOUSE01782,161.42,2,30,None,None,C,38.36,0,No,Yes,48,Poor,2,No,No,327.61
HOUSE01576,85.74,4,,2,None,B,5.02,4,No,No,10,Average,7,Yes,No,356.86
HOUSE01990,243.14,1,29,1,Electric,C,27.67,,No,No,30,Poor,3,No,Yes,433.38
HOUSE01301,170.54,2,11,1,Electric,B,32.79,4,No,Yes,6,Poor,3,No,No,304.77
HOUSE00656,195.1,4,19,None,Electric,C,21.01,0,No,No,37,Good,4,No,No,412.01
HOUSE02196,,3,,None,Gas,D,25.14,8,No,No,6,Good,8,No,No,404.28
HOUSE01140,116.36,4,,1,Solar,D,23.79,,No,No,43,Good,6,No,No,373.72
HOUSE02124,100.69,4,17,2,Electric,B,27.33,0,Yes,No,40,Average,7,No,Yes,494.84
HOUSE00866,131.65,4,15,2,Electric,B,23.91,8,No,No,14,Poor,6,Yes,No,481.08
HOUSE02223,174.94,1,6,1,Electric,A,9.02,,No,No,13,Good,2,No,No,269.35
HOUSE02075,202.18,2,27,2,Electric,C,3.58,0,No,No,40,Average,4,No,No,502.47
HOUSE02504,148.45,2,6,2,Gas,B,40.9,0,No,No,49,Average,8,No,Yes,336.38
HOUSE01493,81.15,2,19,None,Solar,C,19.47,4,No,No,9,Poor,1,Yes,No,344.27
HOUSE01118,135.48,5,68,2,Gas,A,13.21,8,No,No,19,Average,2,No,No,462.67
HOUSE00720,207.85,1,8,None,Gas,C,10.15,4,Yes,No,4,,8,No,No,319.08
HOUSE01861,201.11,3,18,3+,solar,D,21.25,0,No,Yes,8,Average,3,No,No,393.49
HOUSE00209,57.28,2,16,2,Gas,B,35.52,0,No,No,35,Average,8,No,No,331.92
HOUSE02080,89.31,5,14,2,None,C,33.35,4,No,No,25,Average,8,Yes,No,501.49
HOUSE01378,138.06,4,,2,Electric,C,16.52,8,No,No,17,Good,7,No,Yes,505.4
HOUSE00333,319.94,3,26,None,Solar,E,15.88,10,No,No,22,Average,2,No,No,417.53
HOUSE01878,113.83,3,25,1,Electric,C,30.27,0,No,Yes,12,Good,8,Yes,No,389.22
HOUSE02214,161.83,4,5,1,Solar,B,18.86,4,No,no,46,Good,5,Yes,No,367.23
HOUSE02354,,3,8,1,Electric,C,3.7,8,No,No,8,Average,1,No,No,495.57
HOUSE01743,197.76,1,27,1,Gas,B,17.39,0,No,No,22,Poor,3,No,No,358.36
HOUSE00108,131.07,2,15,2,Gas,B,,4,No,No,29,Average,2,Yes,No,362.28
HOUSE01390,162.98,3,11,None,Gas,B,39.25,8,Yes,No,,Poor,3,No,Yes,402.63
HOUSE00323,147.99,4,23,None,Electric,C,,8,No,No,32,,4,No,No,564.21
HOUSE01351,617.4,3,27,None,None,C,26.96,8,No,No,0,,5,No,No,338.96
HOUSE00865,76.66,3,23,3+,Gas,C,17.89,10,No,Yes,2,Poor,6,No,No,437.57
HOUSE01278,78.39,2,27,None,Solar,D,27.59,0,No,No,,Poor,3,No,Yes,390.19
HOUSE00751,139.13,6,27,None,Electric,B,38.0,4,Yes,No,6,Average,4,Yes,No,630.57
HOUSE00008,130.77,3,5,2,Gas,B,18.53,10,No,Yes,23,Good,4,No,Yes,255.53
HOUSE01530,161.12,3,27,2,None,C,38.51,8,No,No,36,Good,4,No,No,493.71
HOUSE00409,123.24,2,9,1,None,C,16.15,4,No,Yes,42,Average,5,No,No,200.23
HOUSE01763,115.91,3,5,2,Electric,C,22.37,10,Yes,Yes,6,Poor,6,No,No,360.44
HOUSE02226,105.91,3,11,3+,Gas,B,14.32,8,No,No,,Good,5,No,No,416.46
HOUSE01983,166.03,2,25,3+,Gas,D,16.88,0,No,No,10,Average,4,No,  No ,509.9
HOUSE00403,195.26,3,30,None,Gas,C,20.46,8,No,No,35,Average,5,No,No,380.9
HOUSE01286,678.51,2,7,1,Solar,D,27.64,4,No,Yes,27,Average,3,No,No,190.5
HOUSE00776,197.8,4,28,None,Solar,C,14.51,8,No,No,15,Poor,6,No,No,466.23
HOUSE02019,228.06,3,,1,Electric,B,42.24,0,No,No,34,Average,4,No,No,467.69
HOUSE00060,175.17,4,,3+,None,D,12.52,8,Yes,No,1,Average,3,No,Yes,549.68
HOUSE01014,159.73,1,26,1,Gas,B,,,No,No,9,Poor,7,No,No,361.43
HOUSE02046,205.42,1,28,1,Gas,A,29.0,0,no,No,46,Average,4,No,No,311.27
HOUSE02470,,2,28,2,Electric,B,,,No,No,39,Poor,1,No,No,412.51
HOUSE02390,176.98,3,18,1,Electric,D,23.34,0,No,No,13,,7,No,No,454.73
HOUSE00691,124.29,5,15,None,Electric,C,22.36,10,No,No,33,,2,No,No,514.88
HOUSE00508,180.04,2,,3+,Electric,C,46.16,10,No,Yes,7,Good,5,No,Yes,496.45
HOUSE00948,188.65,5,24,None,None,D,13.81,0,No,No,29,,3,No,No,491.6
HOUSE00807,123.51,2,5,2,Gas,E,24.61,0,No,no,42,  Average ,6,No,No,343.35
HOUSE01904,164.85,3,20,1,Electric,E,22.29,0,No,No,19,Average,8,No,No,506.78
HOUSE00643,129.7,1,13,None,Gas,B,22.85,,No,No,1,Average,8,Yes,Yes,242.2
HOUSE01004,179.15,3,,None,Gas,C,34.41,4,No,No,22,Good,4,No,No,378.8
HOUSE00636,221.46,4,24,None,None,D,31.23,0,No,Yes,27,Average,2,  No ,Yes,378.42
HOUSE01797,215.76,3,13,2,Electric,B,25.66,0,No,No,48,Average,4,No,No,432.55
HOUSE00393,82.96,1,7,1,Gas,D,14.98,0,No,No,16,Good,6,No,Yes,230.09
HOUSE01316,146.73,3,15,none,Electric,B,30.75,0,No,No,19,Average,8,No,No,411.33
HOUSE01250,208.44,4,5,2,Electric,C,25.83,,No,No,40,Average,6,No,No,428.96
HOUSE00800,220.96,4,18,None,Gas,C,22.99,8,No,Yes,18,Poor,6,No,No,375.35
HOUSE02466,,2,9,None,Electric,D,20.88,4,Yes,No,14,Good,3,No,No,430.77
HOUSE01948,180.29,2,,1,None,C,12.42,0,Yes,No,,Average,6,No,No,429.36
HOUSE02477,157.51,4,8,None,Solar,A,28.73,4,No,No,26,Poor,5,No,No,288.32
HOUSE00681,,4,26,3+,Electric,E,,4,No,No,28,Good,1,No,No,674.18
HOUSE01221,117.55,2,19,1,Electric,C,,0,No,No,6,Average,4,No,  No ,385.4
HOUSE02468,178.11,4,21,1,Electric,B,32.3,4,No,No,14,Average,4,Yes,Yes,552.35
HOUSE01951,227.19,1,,1,Electric,A,22.97,0,No,Yes,9,Average,6,No,Yes,280.51
HOUSE00882,112.32,3,22,1,Electric,C,23.56,8,Yes,No,21,Average,1,No,Yes,544.32
HOUSE00450,,3,,None,None,E,24.84,0,No,Yes,47,Average,7,No,Yes,284.38
HOUSE00278,243.89,2,10,3+,Gas,A,14.8,8,No,Yes,33,Average,2,Yes,No,287.49
HOUSE02443,132.55,2,7,None,Solar,B,23.33,8,No,No,7,Poor,4,No,No,244.66
HOUSE00430,139.93,2,6,2,Gas,B,20.45,8,No,No,22,Poor,2,No,No,302.19
HOUSE00663,,2,30,None,None,C,25.35,0,No,Yes,2,Average,7,No,Yes,297.3
HOUSE00908,101.17,2,5,1,Electric,C,30.78,0,No,No,46,Good,7,No,No,334.53
HOUSE00629,187.22,2,27,2,None,C,,,No,No,44,,3,No,Yes,444.7
HOUSE01606,144.88,3,11,2,None,e,19.09,8,No,Yes,37,,2,No,No,356.65
HOUSE01710,129.99,2,30,2,Electric,D,22.58,8,No,No,11,Average,5,No,No,510.53
HOUSE02351,144.13,4,24,None,None,E,34.96,8,  Yes ,No,21,,3,No,No,596.22
HOUSE00836,139.97,2,8,None,Gas,C,19.83,4,Yes,No,30,,7,No,No,321.87
HOUSE02318,164.58,3,25,None,Gas,C,21.36,0,Yes,No,26,Poor,1,Yes,No,441.29
HOUSE01463,88.47,3,7,1,Solar,B,14.85,4,No,No,38,Good,2,No,No,264.68
HOUSE00361,163.84,3,21,3+,Electric,D,32.83,,No,Yes,45,Average,8,No,No,514.48
HOUSE01713,145.68,5,27,2,Gas,C,44.81,0,Yes,No,41,Good,1,No,Yes,639.75
HOUSE01857,105.57,5,29,2,Gas,A,15.23,4,No,No,6,,8,No,Yes,475.12
HOUSE00834,207.83,1,14,3+,  Solar ,C,31.36,4,No,No,45,Good,3,Yes,No,451.29
HOUSE02138,111.72,3,6,1,Gas,C,20.83,8,No,No,19,Average,8,No,No,317.26
HOUSE00845,142.18,2,8,1,Solar,D,21.88,0,No,Yes,23,Average,2,No,Yes,227.8
HOUSE01213,153.16,3,7,None,Electric,D,1.99,0,No,No,4,Average,5,No,Yes,422.75
HOUSE00665,270.19,2,13,1,Electric,C,30.22,8,No,Yes,,Average,4,No,No,323.44
HOUSE02113,154.12,2,11,1,Gas,D,33.07,0,No,Yes,2,Average,8,No,Yes,257.91
HOUSE01349,99.41,2,22,2,Electric,A,26.14,0,No,No,48,Average,1,No,No,398.5
HOUSE00848,,3,27,1,Electric,A,,8,No,No,,,6,Yes,No,523.93
HOUSE00894,187.57,3,12,3+,Solar,C,,4,No,No,0,Average,5,Yes,Yes,387.35
HOUSE00819,109.28,2,23,1,Gas,E,17.16,0,No,No,41,Good,2,No,No,389.29
HOUSE00548,162.24,3,23,3+,None,C,17.02,0,No,No,0,Poor,7,No,No,457.44
HOUSE00886,305.77,3,23,2,None,D,19.12,4,No,No,43,Average,2,Yes,Yes,505.89
HOUSE01617,113.13,3,30,1,Electric,D,10.34,,No,No,37,,2,No,No,550.65
HOUSE02449,154.2,3,14,1,Electric,A,28.34,0,No,No,30,Poor,8,No,No,370.29
HOUSE01129,129.96,4,22,1,Gas,C,28.43,0,No,No,7,Good,1,No,Yes,440.7
HOUSE00260,136.81,1,14,3+,Electric,C,25.96,0,No,No,37,Average,7,No,Yes,427.61
HOUSE01603,176.98,2,8,None,Gas,E,37.35,0,No,No,24,Average,8,Yes,No,349.88
HOUSE01346,171.97,2,11,None,Electric,B,37.28,,No,No,,,8,No,No,330.44
HOUSE02020,160.93,1,7,2,None,B,19.09,,No,  No ,43,Good,6,No,No,231.74
HOUSE02064,206.32,2,14,2,Solar,C,20.18,,No,No,45,Poor,8,No,no,352.99
HOUSE02401,139.31,4,17,2,Electric,A,38.31,,No,No,8,Good,8,Yes,No,479.36
HOUSE00208,149.56,3,22,2,None,D,26.31,8,No,Yes,7,Poor,2,No,No,363.97
HOUSE01974,153.16,3,25,1,Gas,D,6.52,8,Yes,No,25,Average,6,No,No,612.69
HOUSE01711,139.32,4,21,2,none,C,14.04,4,No,No,18,Good,3,Yes,No,477.72
HOUSE01244,531.86,2,16,3+,Gas,B,20.73,10,Yes,No,39,Average,1,No,No,493.76
HOUSE02500,130.07,4,11,1,Gas,C,24.41,4,Yes,No,35,Average,1,No,No,411.77
HOUSE00422,41.84,2,7,1,Electric,D,6.37,8,No,Yes,48,Average,4,No,No,979.62
HOUSE01513,162.45,4,17,1,Gas,A,11.27,0,No,No,19,Average,4,No,No,389.53
HOUSE00440,67.69,2,12,1,Electric,B,21.9,0,No,No,33,  Good ,4,Yes,No,356.77
HOUSE00941,164.82,2,22,None,Gas,B,,0,No,No,43,Good,4,No,No,300.17
HOUSE00582,242.56,2,9,None,Electric,B,8.04,8,Yes,No,8,Poor,6,Yes,No,386.82
HOUSE01880,167.25,2,24,3+,Electric,B,35.94,0,No,Yes,8,,7,No,No,390.25
HOUSE01003,48.42,3,,3+,Solar,E,20.92,8,No,Yes,10,,3,No,No,407.59
HOUSE00718,30.71,4,17,None,Electric,D,25.37,0,No,No,30,Average,8,No,No,462.63
HOUSE01850,114.17,5,19,1,None,D,26.68,4,Yes,No,17,Average,8,No,No,520.6
HOUSE02101,143.21,3,6,1,Electric,D,25.46,10,No,No,11,Average,8,No,No,387.73
HOUSE02436,173.09,3,13,None,Gas,D,23.62,0,Yes,No,4,Poor,5,No,Yes,388.69
HOUSE00507,149.49,4,17,1,Gas,B,19.95,8,No,No,48,Poor,7,No,No,333.29
HOUSE02429,173.08,3,14,2,None,B,45.42,0,No,No,40,Good,6,No,No,442.51
HOUSE01573,123.3,4,7,None,Gas,B,26.21,4,No,No,5,Good,2,Yes,Yes,307.42
HOUSE00601,188.95,3,30,1,Electric,A,,,Yes,No,,Average,1,No,No,471.57
HOUSE00355,184.57,3,18,1,Solar,C,37.57,0,Yes,No,,,2,  No ,No,417.82
HOUSE01871,159.87,2,5,None,None,A,24.7,8,No,No,29,Poor,3,No,No,172.9
HOUSE02061,257.14,3,11,3+,Solar,D,20.81,10,No,No,36,Average,2,No,Yes,486.34
HOUSE00254,157.1,4,,2,Solar,B,25.78,4,No,Yes,28,Poor,8,No,No,407.77
HOUSE01057,147.94,2,6,1,Gas,E,15.65,0,Yes,No,14,Good,1,No,No,378.72
HOUSE02011,131.23,3,16,1,Electric,B,20.26,,No,No,27,Average,6,No,Yes,427.66
HOUSE00721,202.96,3,23,3+,None,D,37.29,8,No,No,7,Average,7,No,No,569.35
HOUSE01115,100.14,5,26,1,None,D,20.37,,No,Yes,33,good,6,Yes,No,448.62
HOUSE02405,229.62,5,23,2,Solar,C,22.72,0,No,No,10,Poor,2,No,No,503.18
HOUSE01097,167.44,3,21,None,Electric,B,19.74,10,No,No,29,good,8,No,Yes,475.93
HOUSE02094,221.59,2,25,1,Solar,B,20.0,8,No,Yes,47,,6,No,No,259.5
HOUSE02294,176.9,2,17,1,Electric,C,19.45,,No,No,,Average,7,No,  Yes ,414.61
HOUSE02207,136.32,2,17,None,Electric,D,19.42,8,No,No,50,Average,8,No,Yes,441.14
HOUSE02015,105.96,3,19,2,Gas,B,20.18,0,No,No,44,Average,1,No,Yes,392.16
HOUSE00366,202.55,1,13,None,Solar,D,18.37,4,Yes,No,33,,4,Yes,No,311.84
HOUSE02426,183.8,3,29,3+,Gas,C,16.52,0,No,No,39,Average,5,Yes,Yes,496.58
HOUSE00623,198.94,2,5,2,Gas,E,,4,No,Yes,6,Average,5,No,Yes,300.13
HOUSE00189,164.66,2,15,None,Gas,B,23.14,,  No ,No,28,Average,7,No,Yes,271.73
